Id,Label,Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
32,King Khalid University,0.024965598584627484,0.4963411064494097,0.0002688604766742314,0.001642531681364223
33,Nankai University,0.09062315706703362,0.5237310820549779,0.0012777854227975958,0.010271552501969145
34,Southern University of Science & Technology,0.09180263416551995,0.52405480581024,0.0007242480858990657,0.010778589203162638
35,Peking University,0.27816001572636134,0.5807740609658637,0.008376836972684331,0.0421423128138604
36,Shanghai Institute of Technology,0.006683703558089248,0.5016765285996055,4.755824979807879e-06,0.0011251412355772585
37,Yancheng Institute of Technology,0.017495576960880676,0.5044124938026773,0.00019146046700471781,0.0015930412392717462
38,Lanzhou University,0.17534892864163557,0.5480499892264599,0.00129139238522668,0.04027887957609234
39,Northwestern University,0.060939650088460785,0.5157137064071371,0.0008154419938330802,0.00877984265682748
40,University of Hong Kong,0.1782976213878514,0.5489370885939354,0.0007519797189729681,0.040567633530135185
41,Shandong Normal University,0.040102221348535486,0.5102306920762287,0.0001361954633142831,0.005479544296578272
42,Nanjing University of Science & Technology,0.4112443483389031,0.6294234100470181,0.06844952967865976,0.027557202672298477
43,University of Chicago,0.01651267937880873,0.4940753690753691,5.602834447886353e-05,0.0025348850623503074
44,Bohai University,0.008846078238647534,0.5022213446539638,0.0001284372371589498,0.0009541834670066091
45,University of Shanghai for Science & Technology,0.038529585217220365,0.5098216075365805,0.00018033331776937494,0.00446804638311277
46,Henan Polytechnic University,0.022213485354826028,0.5056157439618328,4.76600367953046e-05,0.002603580482863357
47,Communication University of Zhejiang,0.0013760566149007274,0.45005750685658674,7.912088386831931e-07,0.00017052288886970673
48,University of Delaware,0.023589541969726756,0.5059677740202905,0.00015286621400939547,0.00291612622397982
49,Zaozhuang University,0.007863180656575585,0.4980419032700215,3.335270948705806e-06,0.0009240920096181472
50,Shandong University of Science & Technology,0.043444073127580106,0.5111021802471617,0.0002806653849462766,0.004991393151547491
51,China National Nuclear Corporation,0.002162374680558286,0.48591078422007833,5.590052681985527e-07,0.0003773417779540271
52,Lanzhou City University,0.0011794770984863377,0.44238629446038785,1.1973576201239e-06,0.00011424620221173931
53,North China Institute Science & Technology,0.004914487910359741,0.47395881859685085,3.6039248491238186e-06,0.0004391527264702931
54,Clemson University,0.015529781796736782,0.503912828132739,4.416169802252443e-05,0.0025961064467035647
55,Beijing Technology & Business University,0.024769019068213095,0.5062699044585988,8.150748861927318e-05,0.002932641304636463
56,Korea University,0.1686652250835463,0.5460498067840275,0.000878791508427121,0.04010979837811389
57,Hong Kong Polytechnic University,0.09278553174759191,0.5243248814677386,0.0007834168821877061,0.010303317341275927
58,Ming Chuan University,0.003735010811873403,0.45334640406380894,2.848894424339246e-06,0.0003443201303600587
59,Beijing Institute of Fashion Technology,0.0035384312954590135,0.48364708119414335,1.3184392949336367e-08,0.0007163713979293924
60,University of Oxford,0.174562610575978,0.5478139134180486,0.0014577061971871419,0.04005378050263211
61,Nanjing University of Finance & Economics,0.023589541969726756,0.5059677740202905,0.00012449901251608143,0.0025642840096558673
62,Xi'an Jiaotong University,0.15510123845095342,0.5420351624933404,0.0035050415521407233,0.014635969610739156
63,Dalian Polytechnic University,0.004914487910359741,0.5012316484382697,5.643046576740197e-06,0.0007274188242198258
64,Academy of Military Medical Sciences - China,0.0114016119520346,0.502866745749308,2.9531297782781573e-05,0.001422019422407035
65,University of New South Wales Sydney,0.18537448397876943,0.5510778897194237,0.0018828298336195882,0.040620109048083726
66,Liaoning University of Technology,0.008059760172989976,0.5020230928648969,2.580034236914611e-06,0.0009873654443229504
67,University of Alberta,0.06978572832710832,0.5180771972705979,0.0007958752938865471,0.008252870250319164
68,Hebei University,0.019264792608610182,0.5048630408892417,2.539675191287814e-05,0.0022556823302982408
69,Kyushu University,0.03735010811873403,0.5095152243589743,0.0002621962458381146,0.004704805485802256
70,Shenyang Aerospace University,0.014350304698250443,0.5036135036135037,0.0001232927613972698,0.0015201247692881391
71,University of Sydney,0.17967367800275214,0.5493520518358531,0.0011998638051908441,0.04054021486248121
72,Dalian University of Technology,0.2066050717515235,0.5576016661186013,0.002968387545415586,0.04089618249980144
73,Xi'an University of Science & Technology,0.024375860035384316,0.5061691542288557,0.00013669617186794965,0.002722093705682664
74,Taiyuan University of Technology,0.0456064478081384,0.5116676725005029,0.00044052611431835784,0.005018476482297628
75,China Electronics Technology Group,0.03302535875761746,0.5083949630221867,0.0002011775389853947,0.003694150188312714
76,Shanghai University,0.08236681737762926,0.5214761660686827,0.0007378369956002993,0.009319173092097021
77,Alibaba Group,0.034794574405346966,0.508852655796739,6.621652831294664e-05,0.004882177316558765
78,Minjiang University,0.02693139374877138,0.506824748430806,6.154092916410447e-05,0.003265603580897374
79,PLA Information Engineering University,0.014940043247493612,0.5037631214101802,2.383681334006341e-05,0.0020001126594151866
80,Air Force Military Medical University,0.029486927462158447,0.4987254901960784,0.0002359191325378048,0.003903086853216547
81,Tiangong University,0.02162374680558286,0.5054650238473768,5.492218571157117e-05,0.00284698687375557
82,University of the South Pacific,0.0007863180656575585,0.41665984110082727,4.93299885107615e-08,0.00010697326629444431
83,Beijing University of Posts & Telecommunications,0.07941812463141341,0.5206755373592631,0.0005995261799303594,0.009497452735620679
84,Wageningen University & Research,0.13740908197365836,0.5301167152980408,0.0002609766420432815,0.03889191042589674
85,University of Gujrat,0.0076666011401611955,0.4838771045372396,1.4479107145095986e-05,0.0006110376065289686
86,Cranfield University,0.02712797326518577,0.5068752491032283,0.00017556201349875285,0.0035476840486665146
87,Beijing University of Chinese Medicine,0.1307253784155691,0.5234077579997942,0.00018577243480123382,0.038722693759915994
88,Chengdu University of Traditional Chinese Medicine,0.006880283074503637,0.4712366836498379,1.3341086123101838e-05,0.0011670303656650261
89,Hebei Normal University,0.01022213485354826,0.49605070697220865,5.147828250171838e-05,0.001218314678383644
90,Guangxi Normal University,0.030666404560644782,0.5077859852265921,0.00020512493352648745,0.0035602840014700566
91,Ningbo University,0.057597798309416165,0.5148264345713996,0.00040812184633655266,0.007062436369277362
92,North University of China,0.03361509730686063,0.5085474357692692,0.00018165794756846887,0.0038025223078131205
93,Capital University of Science & Technology,0.002555533713387065,0.46262277191706075,3.877804499137065e-06,0.00019381514472085508
94,Inner Mongolia Agricultural University,0.007470021623746806,0.48447619047619045,1.1603479400492315e-05,0.0014063463461429656
95,Hebei University of Technology,0.03774326715156281,0.5096173111600881,0.00020274118900598113,0.004781139620319335
96,National University of Singapore,0.21957931983487322,0.5616650104891244,0.004337893562177775,0.04121263097476511
97,Capital Normal University,0.03459799488893257,0.5088017603520704,0.00015381277955296555,0.003732331213463523
98,Harbin Institute of Technology,0.32533909966581487,0.5971358140626835,0.05394282522251584,0.022332193574896794
99,Jiangsu University,0.0699823078435227,0.5181299653697291,0.0011137406152285617,0.007495350419239525
100,University of Waterloo,0.1574601926479261,0.5427291155446495,0.0008115015903918834,0.039756391930237084
101,Beijing University of Chemical Technology,0.07273442107332416,0.5188698490412077,0.0005948237298113613,0.007958603566404517
102,Zhejiang Ocean University,0.017102417928051897,0.5004919323101141,0.00010946524040280424,0.0017452137697890366
103,Massachusetts Institute of Technology (MIT),0.17515234912522115,0.5479909512011203,0.0009848317395093568,0.040457403905038304
104,Renmin University of China,0.055042264596029095,0.5141499898928643,0.00033818643235254366,0.007385827527248687
105,Yanan University,0.01611952034597995,0.49867660033330063,0.0001064861259627528,0.0015536327825945637
106,Fujian University of Technology,0.006093965008846079,0.49489249927035706,6.937891085515273e-06,0.0007766576025935788
107,Tianjin University,0.11873402791429134,0.5315569487983282,0.0016205236566462589,0.012016591639055772
108,City University of Hong Kong,0.21269903676036958,0.5595028596568412,0.002455625917398888,0.04125555409649625
109,University of Glasgow,0.15313544328680953,0.5414582224587546,0.0006993002961894442,0.03950548657101492
110,Hefei University of Technology,0.04678592490662473,0.5119766505636071,0.00040745743098202477,0.005690984278674929
111,Yuncheng University,0.002162374680558286,0.46253864338970724,4.797395520195254e-07,0.0002057938223880568
112,Hazara University,0.011794770984863378,0.4848455966450629,5.86510354884136e-05,0.001106367562926428
113,Northeastern University - China,0.07116178494200905,0.5184467998369343,0.0005583076008619894,0.008252647130636519
114,Foshan University,0.0228032239040692,0.5057665539868761,6.823147589571824e-05,0.002336826606205064
115,Sichuan Normal University,0.017298997444466287,0.5043624826492167,5.613052468770188e-05,0.0023383309118719543
116,University of Sharjah,0.011598191468448989,0.4809492294601494,6.119610442823361e-05,0.0012735315417100252
117,National University of Defense Technology - China,0.057597798309416165,0.5148264345713996,0.0005250949338099405,0.006988590336181492
118,Max Planck Society,0.1914684489876155,0.5529347826086957,0.001783610957023766,0.04066449124481747
119,Yanshan University,0.044820129742480834,0.5114618942288357,0.00018481430668564907,0.004947307292245012
120,Beijing Information Science & Technology University,0.0322390406919599,0.5081918081918082,0.00013224306817186265,0.003321301112394864
121,University of Virginia,0.1399646156870454,0.5376241809342633,0.00028201321416635334,0.039111221566905184
122,Shanghai Jiao Tong University,0.26656182425791236,0.5768881832615106,0.0062991468824440035,0.04204977345992685
123,Aerospace Engineering University,0.007273442107332416,0.49629268292682926,9.35364182865348e-07,0.0009177148245877304
124,Ministry of Public Security (China),0.0076666011401611955,0.4888995675156175,1.3565617566863011e-05,0.000856109407317185
125,Kagawa University,0.0041281698447021824,0.4479570271222261,5.994585047665382e-06,0.0005773227682284529
126,Zhengzhou University,0.11499901710241793,0.5305037021587236,0.0013544608972243899,0.012003226992850233
127,Chuxiong Normal University,0.00039315903282877927,0.41030811421196967,0.0,6.47215167659526e-05
128,Inha University,0.006683703558089248,0.4959056346266329,6.464346677682884e-06,0.0012513036359827095
129,Zhejiang University,0.2604678592490663,0.574867216634648,0.006490521192957852,0.041895778111873255
130,Villanova University,0.0114016119520346,0.49297412539974805,4.993600616893483e-05,0.0020636018706447334
131,Chengdu University of Information Technology,0.017102417928051897,0.504312481411718,6.0439699303239456e-05,0.0022571408434929364
132,Beijing University of Technology,0.08964025948496167,0.5234616176167936,0.0009279672722023219,0.00963322064108356
133,Shenzhen University,0.13583644584234322,0.5364336180533587,0.002445162401694256,0.01365228074974017
134,China University of Petroleum,0.05838411637507372,0.5150349296345044,0.0007223575403418089,0.006756924609007777
135,Xi'an Modern Chemistry Research Institute,0.013760566149007274,0.498432294728591,1.673358664541025e-05,0.0014134517854518872
136,Universitat Siegen,0.01769215647729507,0.49980349774022403,4.836714467678952e-05,0.0025584114436336654
137,Beijing Jiaotong University,0.0719481030076666,0.5186582381729201,0.0009255341106663007,0.008070559802149446
138,Huazhong University of Science & Technology,0.21859642225280126,0.5613551092474067,0.003453276633628224,0.04123775787967459
139,China State Construction Engineering Corporation,0.001572636131315117,0.4587842712842713,5.524333998485043e-07,0.0001936838054202681
140,Chiang Mai University,0.003145272262630234,0.45692984819904786,1.770680129377823e-05,0.00038193379130276316
141,Yantai University,0.02811087084725772,0.5071279034991526,0.00016738934858756153,0.004066059464770508
142,Cheng Shiu University,0.004324749361116572,0.4422324610971051,1.9256666004247174e-05,0.00037305718190875
143,Hong Kong University of Science & Technology,0.07312758010615295,0.5189757192409712,0.0005604226163724582,0.008951070178435876
144,Case Western Reserve University,0.035777471987418916,0.5091072858286629,9.457729494997862e-05,0.005471587423549127
145,Hong Kong Baptist University,0.03459799488893257,0.5088017603520704,0.00021082375534763303,0.004206242668490392
146,Anhui University of Finance & Economics,0.012187930017692158,0.49321310839635446,8.841869057173672e-05,0.0014661792285583044
147,Army Engineering University of PLA,0.03263219972478868,0.5082933653077538,0.0003101124891171702,0.003961123000113748
148,Shandong University,0.22488696677806175,0.563344407530454,0.005030962636750489,0.04114378264294227
149,Jiujiang University,0.00550422645960291,0.5013798541297063,1.5238017692270905e-06,0.0007134062201235708
150,Xuzhou University of Technology,0.01022213485354826,0.4896996534462842,4.0434072038876566e-05,0.0011584915198621167
151,Harbin University of Science & Technology,0.039119323766463536,0.5099749373433584,0.00041987583648168383,0.004229826812203402
152,Aalto University,0.033811676823275016,0.5085982803439312,0.0003229523935935084,0.004609023549669482
153,Hangzhou Hikvision Digital Technology Co. Ltd.,0.0029486927462158445,0.49460379192999515,6.6576025737670354e-09,0.00046108061934349614
154,Sichuan University,0.08905052093571851,0.5233000720090526,0.0010671837400431188,0.009739804788945108
155,Beijing Union University,0.013170827599764106,0.5033145344810528,0.00011690282457824466,0.0017390936248038184
156,Liaoning University,0.008649498722233143,0.4907389542735867,8.195391167040432e-06,0.0011460458252848288
157,Hunan University,0.18871633575781405,0.5520946385934448,0.001459196970155853,0.04057944260262086
158,Jinzhong University,0.0011794770984863377,0.42993576741041245,2.2579137234623326e-08,0.0001489720282201889
159,Harbin Normal University,0.010025555337133871,0.502519016101946,0.00011684118909413564,0.0008874593303996713
160,University of Technology Sydney,0.1722036563790053,0.5471069047106905,0.0010116216209940347,0.040292170757627484
161,Nanning Normal University,0.0041281698447021824,0.4834632199201673,3.1363066636557425e-06,0.0005712650229482373
162,Australian National University,0.155887556516611,0.5422662829122695,0.0008234911530623545,0.03973741495253536
163,China Academy of Safety Science & Technology,0.000982897582071948,0.4590740907860301,0.0,0.00020971149818936887
164,China University of Mining & Technology,0.0642815018675054,0.5166040418401544,0.0006012174246407001,0.0065214414329051625
165,University of the Sunshine Coast,0.1289561627678396,0.5263321262286601,9.019505190344816e-05,0.03872279804903709
166,University of Kiel,0.14153725181836055,0.534461021222946,0.0003331204580817833,0.03910380871666631
167,University of Bonn,0.01041871436996265,0.48456848923604495,3.689721118824183e-05,0.0016128261069736465
168,Chongqing University of Technology,0.010025555337133871,0.502519016101946,1.9168417608318613e-05,0.0011601320057486601
169,Yale University,0.15333202280322392,0.5388200402499735,0.0004493633687276534,0.03965467334177708
170,Nanjing University of Posts & Telecommunications,0.09219579319834874,0.5241628026790315,0.0009211646711071025,0.010295277796320435
171,Imperial College London,0.1784942009042658,0.5489963306712713,0.002084489424128971,0.04024011950955175
172,University of Canterbury,0.02142716728916847,0.5054148037754596,7.315413290838963e-05,0.0030689191252338825
173,Peng Cheng Laboratory,0.06211912718694713,0.5160275918036112,0.0004718000261976916,0.007505650449355855
174,Central South University,0.09553764497739337,0.5250825763831544,0.0014408564530368347,0.01027219208163687
175,Tongji University,0.10340082563396895,0.527259535655058,0.0012008149047959122,0.011573243492148257
176,Ibaraki University,0.0013760566149007274,0.43000845308537616,4.807740671848698e-06,0.00011719001396916805
177,University of International Business & Economics,0.023982701002555534,0.5060684440907283,0.00029982705010212065,0.002586721736285871
178,University of Bath,0.018675054059367015,0.504712769123921,0.00010458424156011398,0.00253860085759758
179,Beijing Institute of Aeronautical Material,0.006880283074503637,0.5017260084820988,4.935034250638794e-05,0.001096200921982914
180,Wuhan University of Technology,0.06644387654806369,0.5171817812118747,0.0005428698223085496,0.008126340085583992
181,Sun Yat Sen University,0.24434833890308633,0.5695890717724779,0.005110660823558478,0.041625877720386124
182,Zhengzhou University of Light Industry,0.019461372125024575,0.5049131513647642,8.131252957668747e-05,0.0026471057871425897
183,Capital Medical University,0.1767249852565363,0.5484636118598383,0.0022025207443502445,0.03999833579130932
184,Scuola Superiore Sant'Anna,0.0035384312954590135,0.4809947049924357,2.321835639908385e-05,0.0005271394928032935
185,Jianghan University,0.007470021623746806,0.4965348950707662,1.5335198497200794e-05,0.0008795798574741667
186,University of Auckland,0.03400825633968941,0.5086491350864913,0.0002667117219834376,0.004446393756513252
187,University of Yaounde I,0.0013760566149007274,0.47062632991026,8.494748195407762e-10,0.0003109237480017723
188,University of Electronic Science & Technology of China,0.11421269903676037,0.5302824976545397,0.0015508755810979952,0.012073352781460475
189,Beijing University of Civil Engineering & Architecture,0.017888735993709458,0.4951333463110765,7.171920929946938e-05,0.002066704850189649
190,Shanxi Agricultural University,0.1287595832514252,0.5203559738134206,7.603617409120906e-05,0.038674899555709706
191,Universidade Federal de Santa Catarina (UFSC),0.1285630037350108,0.5221720385957709,0.0002224144061704742,0.03863276453558781
192,Universidad Nacional Autonoma de Mexico,0.00530764694318852,0.47285740844023055,1.9210151826895478e-05,0.0008174714520014663
193,Technical University of Munich,0.17082759976410458,0.5466953250940355,0.001275892451120439,0.040047083337869376
194,Qinghai University,0.012974248083349715,0.5032647407993668,5.581906850002363e-05,0.0017544143917318353
195,Duke University,0.1706310202476902,0.5437152629328773,0.0007453979683761655,0.04031401646268286
196,Technische Universitat Dresden,0.03656379005307647,0.5055152539004273,0.00021376422364112132,0.005942574322743458
197,University of Zurich,0.1342638097110281,0.5317792180639765,0.00026770432580294236,0.03891348878440685
198,University of Sherbrooke,0.006093965008846079,0.47586529466791394,1.0653345593265422e-05,0.001212629320893376
199,Jining University,0.0023589541969726755,0.46841620626151015,3.816829184672739e-08,0.00042543850270321775
200,University of Aizu,0.01061529388637704,0.48684084601397265,1.866056159579998e-05,0.001577617504474785
201,University of Windsor,0.018281895026538236,0.5046126376351553,1.625065748089385e-05,0.0025195232026176094
202,Michigan State University,0.15824651071358364,0.542960828263422,0.0004510596609702146,0.03984136774418426
203,Northwest Institute for Nonferrous Metal Research - China,0.01670925889522312,0.49941095621441195,2.0412637914071593e-05,0.0018570652835096311
204,Jilin University,0.07843522704934146,0.5204092071611253,0.0008326933075614675,0.008674415071228623
205,Air University Islamabad,0.00511106742677413,0.4832335898166619,3.406257847194611e-05,0.0005989319915055959
206,Queensland University of Technology (QUT),0.14841753489286416,0.540078564603461,0.000828904471322405,0.0394413645791518
207,University of Calgary,0.019461372125024575,0.5049131513647642,5.340626540361988e-05,0.0025290348651010653
208,University of Kwazulu Natal,0.13013563986632593,0.5250283827020332,0.00011257948296987848,0.03876110741128634
209,Hubei University of Arts & Science,0.005897385492431689,0.4977008120536151,7.881136676218611e-06,0.000806635718550335
210,China North Industries (NORINCO),0.007470021623746806,0.4889935595501298,1.6865908817881952e-06,0.001056762614342804
211,Harbin Engineering University,0.2989974444662866,0.5878885935513695,0.048236104050508766,0.01994296989968166
212,State Oceanic Administration,0.0064871240416748575,0.49445956454121304,5.2588050586174035e-05,0.0008442336525006694
213,University of Jinan,0.024965598584627484,0.506320294615308,4.815583053609357e-05,0.0031543623400719606
214,University of British Columbia,0.1647336347552585,0.5448800342759211,0.0010083762963668994,0.03998355531620684
215,University of Cassino,0.0013760566149007274,0.4549275621534609,1.136728348899263e-07,0.0002647402637138028
216,Chinese University of Hong Kong,0.17357971299390604,0.5475191045097406,0.0011932683858799325,0.040289966607365696
217,Xidian University,0.11342638097110282,0.5300614775450662,0.001201531753810285,0.012378055356340647
218,Aviation Industry Corporation of China (AVIC),0.03400825633968941,0.5086491350864913,0.00011318800427238465,0.003537879735637681
219,Southwestern University of Finance & Economics - China,0.021034008256339692,0.505314393563127,6.312868832777157e-05,0.002361193377188828
220,Macau University of Science & Technology,0.028307450363672108,0.5071784646061814,0.00012944883103769157,0.003349612198859984
221,Lanzhou Jiaotong University,0.0064871240416748575,0.49609908328457186,1.4102577007863769e-06,0.0008806859059800363
222,Anhui University of Science & Technology,0.011598191468448989,0.49765212287223637,6.270939686764443e-05,0.001191727553380633
223,Western University (University of Western Ontario),0.13740908197365836,0.53688654353562,0.0001749587733806962,0.039127753306055536
224,Beijing Academy of Science & Technology,0.004717908393945351,0.47515411918550343,6.397622547991446e-07,0.0008025368152191713
225,Chinese University of Hong Kong Shenzhen,0.03125614310988795,0.5079380928607089,5.683377150792913e-05,0.00425304253937902
226,Northwest Institute of Nuclear Technology - China,0.01022213485354826,0.497214348548529,9.844858123891004e-06,0.0015414130363089755
227,Soochow University - China,0.09180263416551995,0.52405480581024,0.0010092463348610413,0.009910349153170699
228,University of Oslo,0.14193041085118932,0.5307250912884716,0.0002598692613301567,0.03919283945231254
229,China Aerospace Science & Technology Corporation (CASC),0.013170827599764106,0.5033145344810528,2.200233653813492e-05,0.0012533534401512753
230,Nagoya University,0.14468252408099078,0.5389913117185845,0.0005183609152069218,0.039211271949233274
231,Toronto Metropolitan University,0.020051110674267743,0.5050635424940428,8.618089198070821e-05,0.0032383613190695077
232,China Institute of Atomic Energy,0.02693139374877138,0.5030159201028379,0.00019757505435674934,0.0031127043268971357
233,Nanjing University of Aeronautics & Astronautics,0.4080990760762729,0.6281797974808595,0.07462840926071292,0.0266508249122262
234,North China University of Technology,0.029683506978572836,0.5075326748478499,0.00015243672412412274,0.0035386002128409695
235,East China Jiaotong University,0.011598191468448989,0.5029164607019279,6.673394980381746e-06,0.0014517592811505975
236,Mudanjiang Normal University,0.003145272262630234,0.4553347654851414,5.263396470021329e-05,0.00018579396864340124
237,Erbil Polytechnic University,0.0005897385492431689,0.40846314437128634,0.0,4.6792974689431225e-05
238,CAPITAL UNIVERSITY OF PHYSICAL EDUCATION AND SPORTS,0.000982897582071948,0.44701230228471,7.557633759731111e-08,0.00016163297128107655
239,University of Edinburgh,0.15116964812266562,0.540882509303562,0.0007165030713695725,0.039529863185335114
240,Dalian Maritime University,0.03636721053666208,0.5092601862048253,0.00012319446848626614,0.004530860759293161
241,Tianjin University Science & Technology,0.017102417928051897,0.504312481411718,1.700348225177118e-05,0.0024378099870516435
242,University of South China,0.012974248083349715,0.5032647407993668,8.468003206214693e-05,0.0016228500358262676
243,Indian Institute of Science (IISC) - Bangalore,0.014743463731079223,0.4865614538498326,8.858479668565713e-05,0.0012485880157263767
244,Baoding University,0.0005897385492431689,0.40869285771671887,0.0,6.0404846193251415e-05
245,Shenzhen MSU-BIT University,0.002162374680558286,0.43872358775334197,3.9075749186944834e-07,0.0002617128549215118
246,Fudan University,0.21722036563790054,0.560921821590032,0.0022032812896661882,0.041339389804286975
247,Wenzhou University,0.02673481423235699,0.506774257820283,0.00011392469537847758,0.003755031752802252
248,National University of Sciences & Technology - Pakistan,0.01769215647729507,0.5044625148750496,0.00022123137986831254,0.0013764259278715985
249,Shanxi Normal University,0.009828975820719482,0.4985299882399059,2.5977081913394682e-06,0.0013489698243397965
250,Ilam University,0.0011794770984863377,0.42441181378274656,3.396755493506334e-06,0.00011519417128831897
251,State Grid Corporation of China,0.02575191665028504,0.5065219555909589,0.00018891268532886414,0.0026697061128858755
252,Shandong Technology & Business University,0.00550422645960291,0.48355513307984793,1.6963092592573115e-05,0.0006357808412204843
253,University of Witwatersrand,0.01041871436996265,0.48572519812852094,7.360972742154854e-05,0.0013973280185319785
254,Zhengzhou University of Aeronautics,0.008059760172989976,0.5020230928648969,2.1416300081435147e-05,0.0009996167183276097
255,Universite Catholique Louvain,0.1348535482602713,0.532614385928175,0.0003401187682843237,0.038941581641491856
256,Kyung Hee University,0.02771771181442894,0.5070268115219775,0.0001573552096499049,0.0036670015878244523
257,Universitat Rovira i Virgili,0.01651267937880873,0.4916876087376764,8.957198638908711e-05,0.0026284828673577535
258,Tomas Bata University Zlin,0.002752113229801455,0.4567247261626863,5.621127670394816e-06,0.0003317908981033309
259,Qingdao University,0.0642815018675054,0.5166040418401544,0.0006132173452230227,0.007320097513228185
260,ShenZhen Polytechnic,0.014940043247493612,0.5037631214101802,3.197263895565153e-05,0.0021065025211837985
261,Liaoning Normal University,0.009828975820719482,0.5024693796918214,8.81898080211712e-05,0.0015022662236692187
262,Universidade da Beira Interior,0.0007863180656575585,0.4416565375933322,0.0,9.77874766778162e-05
263,University of Ottawa,0.13937487713780225,0.5374537770734285,0.00032166715998025374,0.03926758219890935
264,Minzu University of China,0.0265382347159426,0.5067237772686523,0.00019036191741218114,0.0029359226061395245
265,Wuhan University,0.20994692353056812,0.5586426531956952,0.0024829187721230007,0.0411412270268272
266,People's Public Security University of China,0.003735010811873403,0.4556610533858832,1.6599152920863285e-06,0.00044303329881262884
267,Chinese People's Liberation Army General Hospital,0.15077648908983685,0.5374537770734285,0.0004928061460337745,0.03951942481447331
268,Swansea University,0.02182032632199725,0.5055152539004273,7.411438357636287e-05,0.0029360981725874706
269,Guilin University of Electronic Technology,0.041478277963436214,0.5105891799658737,0.0003982686951623976,0.0040053003035788485
270,Microsoft,0.03243562020837429,0.5045625867883357,8.396117437421336e-05,0.004925668001639853
271,National Taipei University of Technology,0.01081187340279143,0.502717659847811,0.0002290212056461514,0.0010440139169887652
272,Tianjin University of Technology,0.035187733438175745,0.5089544772386193,0.00016988728004826558,0.004109955855878362
273,University of Eastern Finland,0.011991350501277767,0.4919253457112465,3.4119758475194276e-05,0.001795706320111452
274,Air Force Engineering University,0.024179280518969924,0.5061187941498358,9.584986268279087e-05,0.0030517905073778853
275,University of Cologne,0.13505012777668568,0.5287392162976822,0.00032717865731531466,0.03889171910046976
276,George Mason University,0.13151169648122665,0.5316124986936984,7.982249521918143e-05,0.03888414723563946
277,National Institute of Metrology China,0.011598191468448989,0.49750611246943766,4.1411928690900955e-05,0.001302981150900451
